1,1,0,1,0,-1,-1,5,0,-1,-1,1,1,0,1,16,8,1
-1,1,0,1,-1,0,1,14,-1,0,-1,1,0,1,-1,11,8,0
0,1,0,1,1,0,1,14,0,-1,1,1,-1,0,1,10,8,-1
-1,1,1,-1,0,-1,1,2,0,-1,1,0,1,-1,0,12,8,1
1,1,-1,1,-1,1,-1,1,1,-1,1,0,1,-1,-1,5,9,1
1,-1,1,1,0,-1,0,17,1,-1,1,0,0,1,1,2,9,-1
1,0,-1,0,0,1,-1,2,1,1,-1,1,-1,1,-1,20,9,1
1,1,-1,-1,0,-1,1,14,-1,-1,-1,-1,-1,0,-1,8,9,1
1,-1,-1,1,0,-1,-1,9,-1,0,-1,1,0,-1,0,15,9,0
-1,-1,-1,-1,0,0,1,17,-1,0,-1,-1,0,-1,1,13,9,-1
-1,-1,1,0,-1,1,1,3,-1,0,1,-1,1,0,0,9,9,1
-1,1,-1,-1,-1,-1,-1,5,-1,-1,-1,0,1,-1,1,17,8,0
0,1,0,-1,-1,1,1,7,1,1,1,0,0,-1,1,17,10,1
1,1,1,1,0,1,1,5,1,-1,0,1,-1,-1,-1,3,9,1
0,1,1,0,1,-1,-1,13,-1,-1,1,0,1,-1,-1,2,10,-1
1,1,0,-1,1,-1,0,13,0,-1,0,0,0,1,-1,12,10,1
1,-1,0,0,-1,-1,-1,4,0,1,0,0,-1,1,-1,2,9,0
0,1,-1,0,1,0,0,17,-1,1,1,1,1,1,0,2,10,-1
1,-1,0,-1,1,0,1,10,1,-1,-1,0,1,0,1,19,10,1
1,-1,0,-1,1,1,1,6,-1,1,1,0,1,-1,-1,16,10,1
0,-1,1,-1,0,0,1,9,1,1,-1,0,1,1,0,11,9,1
-1,1,-1,1,-1,1,1,20,-1,1,-1,1,-1,1,-1,1,9,0
1,-1,0,-1,1,1,-1,2,-1,0,1,-1,1,0,-1,14,10,1
-1,0,0,1,-1,1,0,3,-1,-1,-1,0,-1,-1,-1,6,11,0
-1,-1,0,0,1,-1,1,19,-1,1,-1,1,-1,-1,0,17,11,-1
-1,-1,-1,-1,-1,0,-1,5,1,0,1,-1,-1,-1,-1,3,10,-1
-1,1,-1,1,-1,1,0,1,-1,0,1,1,-1,-1,-1,10,11,1
1,0,0,0,-1,1,1,11,1,-1,1,0,0,-1,-1,9,9,1
1,1,0,-1,0,-1,1,20,-1,1,0,-1,0,0,1,14,11,-1
-1,1,0,-1,-1,0,1,9,1,0,0,1,1,1,0,6,11,1
-1,-1,0,-1,1,1,1,17,1,0,1,-1,0,-1,-1,9,11,-1
1,0,-1,1,1,1,1,3,-1,-1,0,-1,1,1,1,15,11,1
1,0,1,-1,-1,-1,1,15,0,0,0,1,-1,-1,-1,9,12,-1
1,1,0,1,1,1,0,3,-1,0,1,0,1,-1,1,20,11,1
0,-1,-1,1,1,1,1,9,1,1,1,1,0,1,1,7,12,1
0,-1,1,-1,0,1,1,14,0,1,-1,-1,-1,-1,-1,3,12,1
0,-1,1,0,1,1,-1,8,1,0,0,-1,1,-1,1,19,12,1
1,-1,0,0,1,1,1,8,1,0,1,-1,-1,-1,1,17,11,1
-1,0,1,0,0,-1,-1,15,1,0,1,-1,-1,1,-1,2,12,-1
-1,1,-1,1,1,0,-1,15,-1,0,1,1,0,-1,-1,13,11,1
0,0,-1,-1,-1,0,1,3,-1,1,-1,1,-1,0,-1,1,11,1
0,-1,1,1,1,1,-1,3,0,0,-1,1,-1,0,0,5,12,1
0,0,-1,1,1,1,-1,8,0,-1,0,0,1,1,1,15,11,1
0,-1,1,1,-1,1,-1,2,-1,0,-1,-1,-1,0,-1,3,12,-1
-1,-1,-1,0,-1,-1,1,8,0,1,1,1,0,-1,-1,3,12,-1
-1,1,-1,1,0,1,1,1,1,-1,0,-1,-1,1,-1,10,13,1
-1,1,1,1,1,1,1,6,1,1,-1,-1,-1,-1,-1,10,13,0
0,-1,0,-1,1,-1,1,20,0,-1,1,1,1,-1,1,14,13,-1
0,-1,1,1,1,-1,1,16,-1,1,-1,-1,0,1,-1,17,13,1
0,1,-1,1,0,0,1,6,1,0,0,-1,-1,-1,-1,8,13,0
0,-1,-1,0,1,1,1,11,1,-1,1,0,-1,-1,-1,14,13,1
0,1,1,1,0,1,-1,2,1,-1,-1,-1,-1,-1,0,11,13,1
1,-1,-1,-1,1,-1,-1,14,1,1,0,1,1,-1,1,8,14,1
1,1,1,1,1,1,0,7,0,1,-1,-1,-1,1,-1,6,14,-1
-1,0,-1,1,-1,1,-1,20,0,0,-1,1,-1,1,-1,19,14,-1
-1,1,1,-1,1,-1,-1,3,-1,1,-1,0,0,-1,0,4,13,-1
1,0,0,-1,-1,-1,1,17,-1,1,-1,0,-1,-1,-1,1,14,-1
-1,1,1,0,-1,1,1,15,-1,0,-1,-1,1,-1,-1,11,13,1
1,-1,0,1,1,1,1,14,1,-1,-1,-1,-1,1,-1,6,14,1
-1,-1,0,1,1,1,1,9,1,-1,-1,-1,1,-1,-1,17,14,0
0,0,1,1,1,1,0,9,1,1,1,0,-1,-1,1,2,13,-1
0,-1,1,-1,1,-1,-1,20,1,-1,-1,-1,1,-1,1,4,15,-1
1,1,1,-1,1,-1,-1,2,-1,-1,1,-1,1,1,1,5,14,1
1,1,1,1,1,0,1,12,-1,-1,0,1,-1,-1,-1,14,15,-1
1,1,1,1,-1,1,1,4,-1,-1,-1,0,-1,1,-1,4,14,1
-1,1,0,1,1,1,-1,1,1,0,-1,-1,-1,-1,0,9,15,1
0,1,1,-1,1,1,1,9,1,1,1,-1,1,1,-1,14,15,0
-1,1,0,0,1,0,-1,3,1,-1,1,-1,1,1,1,20,15,1
1,1,1,-1,1,1,0,17,1,0,-1,-1,-1,-1,-1,14,15,0
-1,-1,0,1,1,-1,-1,2,0,0,1,1,1,-1,1,18,14,1
-1,0,-1,-1,1,-1,1,9,-1,-1,-1,-1,-1,0,1,8,14,-1
0,1,-1,1,-1,1,-1,19,0,-1,-1,-1,-1,0,1,9,14,-1
1,1,-1,1,-1,-1,1,2,0,-1,-1,-1,-1,0,-1,10,15,1
1,-1,1,-1,1,-1,-1,18,0,-1,-1,-1,-1,-1,0,14,15,1
1,1,1,1,0,1,-1,10,-1,-1,-1,-1,0,1,1,9,16,1
1,1,1,-1,1,1,1,4,1,1,-1,1,1,-1,0,14,15,0
0,-1,-1,1,-1,1,-1,9,-1,1,-1,1,1,1,-1,20,15,1
1,0,1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,7,16,1
1,1,-1,1,1,0,0,15,-1,-1,-1,-1,0,1,1,8,16,1
1,1,-1,1,1,1,0,9,-1,-1,0,-1,1,-1,-1,6,16,1
-1,0,1,1,-1,-1,1,2,-1,0,1,-1,-1,-1,1,14,15,0
1,0,0,1,0,-1,1,4,0,1,1,1,-1,1,-1,19,16,1
0,1,1,-1,-1,1,0,2,1,-1,1,1,1,-1,-1,7,16,1
0,-1,1,1,1,-1,0,14,-1,-1,-1,0,1,1,-1,7,16,-1
-1,1,-1,-1,1,0,0,14,-1,-1,1,1,-1,0,-1,2,17,-1
-1,1,1,1,-1,0,-1,14,-1,-1,1,-1,-1,-1,0,4,17,-1
1,1,1,1,1,0,1,13,-1,-1,-1,0,-1,1,-1,12,17,1
-1,-1,-1,1,-1,1,1,18,-1,1,-1,-1,0,0,-1,17,17,1
1,1,0,-1,-1,1,-1,7,-1,1,-1,-1,-1,0,-1,7,17,-1
1,-1,-1,-1,1,1,1,6,1,1,-1,1,-1,1,-1,11,17,1
1,1,1,0,-1,-1,1,7,1,-1,1,-1,1,1,-1,19,17,1
1,1,1,1,0,1,1,13,0,0,-1,0,1,-1,-1,3,17,0
1,0,1,-1,1,1,1,8,0,-1,-1,-1,1,-1,-1,1,16,-1
-1,1,-1,1,-1,1,1,11,0,-1,1,-1,-1,-1,1,6,17,-1
1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1,-1,14,18,1
0,1,0,-1,1,1,0,3,-1,1,-1,1,1,-1,-1,19,18,1
1,-1,1,-1,-1,1,1,3,1,-1,-1,-1,0,-1,1,9,16,1
1,-1,-1,1,0,1,-1,2,1,-1,-1,0,0,-1,-1,17,18,1
1,1,1,0,1,1,0,13,-1,-1,0,-1,1,-1,-1,11,18,-1
-1,-1,1,-1,1,1,1,18,-1,0,1,1,-1,1,1,9,18,0
-1,1,-1,-1,-1,1,1,20,-1,1,-1,-1,-1,0,1,5,18,0
-1,-1,-1,1,1,1,1,5,-1,-1,0,1,1,-1,-1,8,18,1
1,-1,-1,1,0,0,-1,13,-1,-1,-1,1,0,1,1,16,18,1
1,-1,1,1,1,-1,-1,5,1,-1,1,-1,-1,-1,0,18,18,1
-1,1,-1,-1,1,1,1,19,1,1,-1,0,-1,1,-1,2,18,0
1,1,1,0,1,1,1,14,1,1,-1,0,0,1,-1,13,19,0
1,0,-1,-1,1,1,1,8,-1,-1,1,-1,-1,1,-1,1,19,-1
1,1,0,0,1,1,1,16,-1,0,1,-1,-1,0,-1,3,19,1
0,-1,-1,1,-1,-1,0,9,1,1,-1,-1,-1,-1,-1,3,19,-1
1,1,-1,0,-1,-1,1,17,1,-1,1,1,-1,-1,-1,3,19,-1
-1,1,0,0,-1,1,0,12,1,-1,-1,-1,1,1,-1,6,20,0
1,-1,1,-1,1,1,-1,10,1,1,-1,1,1,0,1,9,18,1
1,-1,1,1,-1,1,-1,1,-1,1,1,-1,-1,-1,0,19,20,1
0,-1,1,1,0,1,1,3,-1,-1,-1,0,-1,1,-1,10,20,1
1,-1,-1,1,1,1,-1,3,-1,0,0,-1,-1,-1,-1,16,18,1
-1,1,0,1,-1,1,0,2,1,-1,-1,-1,0,1,0,7,20,1
1,1,0,1,1,0,-1,14,0,1,1,-1,-1,-1,1,8,19,0
1,-1,1,1,1,0,1,17,-1,-1,0,-1,-1,-1,0,15,20,1
1,-1,-1,-1,1,1,0,20,-1,1,0,1,1,-1,1,15,19,-1
-1,1,1,1,1,1,-1,5,-1,0,-1,1,-1,-1,1,9,20,-1
0,0,1,1,1,1,1,17,-1,0,0,1,-1,0,0,11,21,-1
-1,1,-1,-1,0,-1,1,10,1,-1,-1,1,-1,1,-1,1,21,-1
-1,-1,1,1,1,0,1,19,-1,-1,-1,-1,-1,1,1,5,20,1
1,1,1,0,-1,0,1,7,1,1,-1,-1,-1,1,-1,3,19,0
-1,0,-1,-1,1,-1,-1,14,1,-1,1,-1,-1,1,-1,11,21,1
1,0,1,1,1,0,1,14,1,1,1,-1,-1,0,1,20,21,1
1,1,0,1,-1,1,1,10,-1,0,-1,-1,0,1,0,16,20,0
0,1,-1,1,1,-1,-1,8,1,-1,-1,-1,0,-1,-1,18,20,1
1,1,1,-1,-1,1,0,5,-1,0,-1,1,-1,0,-1,2,20,0
-1,-1,1,1,1,-1,0,9,1,-1,-1,0,-1,-1,-1,4,21,-1
-1,1,1,1,-1,0,-1,8,0,-1,1,-1,0,-1,0,2,22,1
1,1,-1,-1,1,0,0,5,0,-1,-1,0,1,0,0,16,21,1
0,0,-1,1,0,0,-1,12,-1,1,1,0,1,-1,1,10,22,-1
1,-1,1,1,-1,1,1,11,1,-1,-1,-1,0,-1,-1,19,20,1
0,1,1,1,0,1,1,12,-1,0,-1,1,-1,-1,0,12,22,1
-1,1,1,1,-1,1,0,3,-1,-1,0,-1,-1,-1,1,4,20,1
1,1,1,0,1,1,1,18,0,1,1,-1,1,1,-1,12,22,-1
1,-1,1,1,-1,-1,1,8,-1,-1,0,1,0,-1,0,7,21,0
1,1,1,1,-1,-1,1,6,0,-1,-1,-1,-1,-1,1,16,22,-1
-1,-1,1,1,0,-1,1,20,-1,-1,1,-1,1,-1,1,1,21,-1
-1,-1,1,-1,-1,1,-1,10,-1,1,1,-1,0,0,-1,5,23,1
1,1,1,0,1,1,1,18,-1,-1,0,-1,-1,-1,1,19,22,1
1,0,-1,0,1,0,0,6,-1,-1,-1,1,0,1,-1,8,21,1
1,1,0,-1,0,0,1,16,-1,-1,-1,1,1,-1,1,5,22,-1
0,1,-1,1,1,0,1,13,1,-1,-1,1,1,-1,0,8,22,-1
1,0,1,1,1,-1,1,4,0,1,-1,0,0,1,1,13,23,0
1,1,1,1,1,-1,-1,16,1,-1,-1,0,1,-1,1,20,23,-1
1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,10,23,0
1,-1,1,0,1,0,1,2,-1,-1,-1,1,-1,0,-1,3,23,1
-1,-1,0,-1,1,-1,-1,9,-1,-1,-1,0,-1,-1,-1,13,23,1
1,1,0,-1,1,-1,-1,20,-1,0,1,0,0,-1,1,16,23,-1
1,1,-1,-1,1,-1,-1,5,1,-1,1,1,-1,1,-1,11,24,0
1,1,-1,1,1,1,0,11,-1,-1,-1,-1,1,1,1,17,22,0
1,1,0,1,1,1,1,13,0,-1,-1,-1,1,-1,0,4,24,1
1,0,1,1,1,-1,1,19,0,1,0,-1,0,0,-1,6,24,0
-1,1,0,0,-1,-1,0,14,1,-1,1,-1,1,1,0,1,24,0
1,1,-1,0,-1,1,1,8,-1,1,-1,-1,0,-1,1,15,24,1
-1,-1,1,0,0,1,1,6,1,0,1,-1,1,1,-1,8,23,-1
1,1,-1,1,0,1,1,3,-1,-1,0,-1,-1,-1,-1,18,22,0
1,1,-1,-1,1,0,-1,6,1,-1,0,-1,0,-1,-1,2,23,1
1,0,1,1,1,1,0,18,1,-1,0,0,-1,-1,1,5,24,-1
-1,0,1,0,0,1,0,7,-1,1,1,-1,1,1,0,6,23,0
1,-1,-1,1,-1,1,0,11,-1,1,0,1,-1,-1,-1,10,25,1
0,-1,0,0,1,-1,-1,16,-1,0,0,1,1,0,0,12,24,-1
-1,1,1,0,1,-1,1,14,0,-1,-1,-1,1,-1,0,19,24,1
1,1,1,-1,-1,-1,0,16,-1,1,1,-1,0,1,-1,8,25,1
0,-1,1,-1,-1,1,-1,7,-1,0,1,-1,1,1,1,20,25,1
1,0,1,0,1,1,1,2,-1,0,-1,-1,-1,-1,-1,14,25,1
1,1,1,-1,1,0,1,4,-1,1,-1,-1,-1,0,0,12,25,1
1,-1,1,-1,-1,0,0,1,-1,1,-1,0,-1,-1,0,3,25,1
-1,1,1,1,0,0,1,11,1,-1,0,-1,-1,0,-1,3,24,1
-1,-1,1,-1,-1,0,0,6,-1,0,-1,-1,0,-1,-1,3,26,-1
1,0,0,1,1,-1,-1,5,0,-1,0,0,-1,0,0,6,25,0
0,0,-1,-1,0,0,-1,14,-1,-1,0,-1,1,-1,-1,13,26,-1
-1,-1,1,-1,1,0,1,10,1,1,-1,0,1,-1,-1,9,26,1
0,1,1,1,1,1,1,13,-1,-1,1,1,1,0,-1,16,26,1
-1,0,0,1,-1,-1,-1,16,1,-1,1,1,0,0,-1,1,25,1
1,1,1,-1,1,0,1,19,0,-1,0,-1,-1,-1,-1,2,26,-1
0,-1,1,-1,-1,-1,1,20,-1,-1,1,-1,0,-1,-1,4,25,0
-1,0,-1,1,1,1,1,9,-1,-1,-1,0,0,-1,-1,12,26,1
-1,1,-1,-1,1,-1,1,5,0,-1,-1,-1,-1,0,1,18,26,1
0,1,1,0,1,1,-1,3,0,0,-1,-1,1,1,0,5,26,1
-1,1,0,-1,1,1,1,7,1,-1,1,1,1,-1,0,20,26,1
1,-1,1,0,1,1,0,4,1,-1,1,1,0,0,1,7,27,0
1,0,1,-1,1,1,-1,13,-1,-1,0,0,-1,-1,-1,12,26,0
1,1,1,1,0,-1,1,18,-1,1,1,1,-1,0,-1,20,26,1
1,0,-1,1,1,1,1,5,0,-1,-1,1,1,0,-1,6,27,1
1,0,0,1,1,1,0,12,0,1,1,0,0,1,1,15,27,0
1,-1,-1,0,0,1,1,1,-1,-1,1,-1,0,-1,1,19,27,1
0,1,-1,1,1,-1,0,11,1,-1,1,-1,0,-1,-1,11,27,1
1,1,0,1,1,-1,1,2,0,1,-1,-1,-1,-1,-1,10,27,1
1,0,0,1,0,0,0,6,-1,-1,-1,-1,-1,-1,-1,14,25,1
1,-1,-1,-1,0,1,1,17,0,0,-1,1,1,1,-1,15,27,-1
-1,-1,-1,0,1,1,-1,17,1,1,0,0,-1,-1,-1,1,28,-1
-1,-1,0,0,-1,-1,0,14,-1,1,-1,0,-1,1,-1,19,28,1
1,1,1,1,1,1,1,15,-1,-1,1,1,0,-1,-1,5,28,-1
0,1,-1,-1,-1,1,-1,14,-1,-1,-1,0,1,-1,-1,18,27,1
1,-1,1,1,-1,0,1,10,0,0,-1,0,0,0,-1,7,28,1
1,-1,-1,1,-1,1,1,7,-1,1,-1,0,-1,-1,-1,11,27,0
1,0,1,1,-1,1,1,2,0,0,-1,-1,-1,0,0,13,28,0
-1,1,1,1,1,1,1,9,1,1,1,-1,0,-1,-1,20,28,1
-1,1,0,1,1,0,0,4,0,1,-1,-1,-1,-1,-1,6,28,1
1,-1,-1,0,0,-1,0,9,-1,0,-1,-1,-1,-1,1,2,28,-1
1,1,0,-1,1,1,1,18,1,1,0,-1,-1,1,1,17,28,0
-1,0,0,1,1,1,-1,1,-1,0,-1,-1,0,0,-1,4,29,1
0,1,0,0,0,1,1,5,1,1,-1,1,-1,-1,0,8,27,1
-1,1,0,1,1,1,0,9,-1,-1,-1,-1,-1,-1,1,16,29,1
-1,1,0,1,-1,1,1,19,-1,-1,-1,-1,-1,-1,-1,9,29,1
-1,-1,1,0,1,1,1,20,1,1,0,0,1,0,1,7,29,-1
-1,1,1,1,1,1,1,5,1,0,0,1,1,0,-1,14,29,1
0,1,1,1,1,-1,-1,2,1,-1,-1,1,0,-1,-1,12,28,1
0,1,1,1,0,0,0,12,-1,1,1,1,-1,1,-1,14,29,1
1,-1,-1,0,1,1,-1,5,0,-1,-1,1,-1,-1,0,3,29,1
1,1,-1,1,1,0,1,3,-1,-1,-1,-1,-1,1,-1,16,30,1
1,0,1,1,1,0,1,8,0,0,1,1,0,-1,-1,14,30,1
-1,-1,0,1,1,-1,1,4,-1,-1,-1,0,0,0,-1,12,30,1
1,1,1,1,1,1,1,5,1,1,1,-1,1,-1,-1,14,30,1
1,0,0,0,1,1,1,7,1,-1,0,-1,-1,-1,1,20,28,1
1,1,1,1,1,1,1,11,1,0,0,1,0,1,1,8,30,-1
-1,0,1,1,-1,-1,0,17,-1,-1,-1,-1,1,1,-1,2,30,-1
-1,1,-1,1,1,0,1,10,-1,0,-1,1,-1,-1,-1,18,29,-1
1,0,-1,1,1,1,0,18,0,-1,-1,0,0,-1,-1,4,29,-1
1,1,-1,0,1,1,1,12,-1,1,-1,-1,0,-1,-1,3,30,-1
1,1,1,1,-1,1,1,14,0,0,-1,-1,-1,1,-1,1,31,1
-1,1,1,0,1,1,-1,2,0,-1,-1,-1,0,-1,-1,9,32,1
0,-1,-1,0,1,1,1,15,-1,-1,-1,1,-1,-1,-1,14,31,0
0,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,11,31,1
1,0,1,1,1,-1,1,20,-1,-1,-1,-1,-1,-1,-1,4,31,-1
0,0,-1,0,-1,-1,-1,8,-1,1,-1,-1,0,-1,1,9,31,-1
-1,-1,1,-1,1,1,1,14,0,0,0,-1,-1,-1,-1,7,30,1
1,1,0,0,0,1,1,11,-1,1,0,-1,-1,-1,1,13,31,1
1,1,1,-1,-1,1,-1,2,0,1,-1,-1,-1,0,1,18,30,1
1,1,0,0,1,1,-1,4,0,-1,-1,1,1,0,1,17,31,1
1,1,-1,-1,1,-1,1,2,1,-1,-1,0,-1,1,1,9,31,1
1,1,1,0,1,1,1,10,0,-1,-1,-1,1,-1,1,20,32,0
-1,1,1,1,0,-1,1,18,-1,-1,-1,1,-1,-1,-1,1,31,0
-1,0,1,1,-1,1,1,5,1,1,0,-1,-1,-1,0,16,31,1
0,0,1,1,1,1,1,7,-1,1,1,-1,1,-1,-1,2,30,-1
1,1,-1,1,1,1,0,15,0,-1,1,-1,-1,-1,1,17,33,-1
-1,0,1,1,1,-1,1,11,-1,0,0,-1,-1,1,-1,4,32,1
1,1,-1,-1,0,-1,1,17,-1,-1,0,-1,-1,1,-1,3,32,-1
1,1,1,1,1,-1,1,13,1,-1,1,-1,-1,-1,-1,13,32,-1
1,1,0,1,-1,-1,1,8,-1,0,0,0,-1,-1,-1,11,32,0
1,1,1,1,1,1,-1,5,0,1,0,1,1,1,1,8,32,0
1,1,1,0,-1,1,0,17,0,-1,-1,-1,-1,-1,1,7,32,1
0,0,1,1,-1,1,1,4,-1,-1,-1,-1,1,-1,1,13,33,1
0,0,0,1,1,1,0,11,-1,-1,0,-1,-1,-1,0,10,33,0
1,-1,1,1,1,-1,-1,17,-1,-1,-1,-1,-1,1,0,5,32,0
-1,0,-1,-1,-1,-1,0,7,-1,-1,0,1,-1,0,-1,17,33,0
-1,0,1,1,1,0,1,15,-1,1,1,0,1,-1,1,18,33,0
1,1,-1,1,1,1,0,1,-1,0,-1,1,1,-1,0,9,33,1
1,0,1,1,-1,1,-1,3,-1,-1,-1,-1,-1,1,-1,7,34,1
1,-1,1,1,1,1,-1,13,0,-1,-1,-1,1,-1,-1,10,32,-1
-1,-1,1,-1,1,1,-1,2,0,-1,-1,1,-1,-1,-1,6,33,1
-1,1,1,1,-1,-1,0,17,-1,-1,1,-1,-1,-1,-1,5,33,0
-1,1,-1,1,1,-1,1,2,-1,-1,-1,1,-1,1,0,20,34,0
1,1,1,1,-1,1,1,7,-1,1,-1,-1,-1,0,-1,1,33,-1
1,-1,1,1,1,1,0,5,1,1,0,1,-1,1,0,19,34,1
1,0,1,1,1,0,0,10,0,-1,-1,1,-1,-1,-1,4,34,-1
1,-1,1,1,1,0,-1,15,0,0,-1,-1,-1,0,0,12,34,1
1,1,1,-1,1,1,-1,7,0,1,1,1,1,0,0,7,34,1
1,1,1,-1,-1,0,0,17,1,-1,-1,-1,-1,1,1,13,34,1
0,1,-1,-1,1,0,1,7,-1,-1,-1,1,-1,1,-1,13,34,1
0,1,1,1,0,1,0,15,-1,0,1,-1,0,-1,0,18,34,1
1,1,1,1,-1,0,0,6,0,-1,-1,1,-1,1,-1,3,34,-1
1,1,-1,1,1,1,-1,4,-1,1,-1,-1,1,-1,0,2,35,-1
0,1,1,1,0,0,1,11,-1,-1,1,1,0,0,-1,17,35,1
-1,1,1,1,0,1,-1,1,0,-1,-1,-1,0,0,1,12,35,1
1,1,1,1,-1,-1,1,13,-1,1,1,-1,0,-1,-1,7,34,1
1,1,-1,1,-1,0,0,20,-1,-1,1,-1,-1,1,-1,7,34,-1
-1,0,-1,1,-1,0,1,18,-1,-1,-1,1,-1,-1,1,8,35,0
-1,-1,-1,-1,0,0,1,7,-1,-1,-1,0,-1,0,-1,15,35,1
0,-1,1,0,1,0,1,17,-1,-1,-1,1,0,0,1,6,35,1
-1,1,1,1,1,0,1,5,-1,1,-1,-1,-1,1,1,4,35,0
1,1,-1,1,1,-1,0,7,-1,-1,-1,0,0,-1,-1,11,35,1
1,1,1,0,0,-1,1,12,1,-1,0,-1,0,-1,-1,17,36,0
1,-1,1,1,-1,1,-1,6,0,1,-1,1,0,-1,0,19,36,1
1,-1,-1,0,0,1,1,17,-1,1,-1,1,0,0,1,20,36,1
-1,1,1,1,0,-1,1,14,1,1,1,0,0,-1,-1,9,35,1
1,1,0,1,0,1,1,16,-1,-1,1,-1,1,-1,-1,13,36,-1
-1,-1,1,0,1,1,1,10,-1,-1,1,-1,1,-1,1,3,36,-1
1,1,1,0,1,-1,1,1,1,-1,-1,1,-1,0,1,2,36,1
1,0,1,0,1,1,0,18,1,-1,-1,1,-1,1,-1,6,37,0
1,-1,1,-1,1,-1,-1,2,-1,0,-1,0,-1,-1,1,16,37,1
1,-1,1,-1,1,1,-1,14,-1,-1,-1,0,1,-1,-1,13,36,-1
1,1,1,-1,-1,1,1,14,-1,-1,0,0,1,-1,0,10,35,-1
-1,-1,0,0,1,1,1,9,1,1,0,0,-1,-1,-1,17,37,-1
1,1,0,0,1,1,1,12,-1,-1,1,0,0,1,-1,6,37,-1
-1,1,1,1,-1,-1,0,4,-1,1,-1,-1,1,0,-1,8,37,1
-1,1,-1,0,0,-1,1,20,-1,-1,-1,-1,0,-1,0,5,36,-1
1,1,-1,1,0,-1,1,2,-1,-1,1,1,-1,-1,1,14,37,0
-1,1,-1,0,1,0,1,19,1,-1,0,-1,-1,-1,1,8,37,-1
1,-1,0,0,-1,1,-1,6,-1,-1,0,-1,1,-1,-1,1,37,1
-1,1,1,-1,0,1,1,8,-1,1,1,-1,-1,1,0,13,37,0
1,-1,0,0,-1,1,-1,20,-1,-1,0,1,-1,-1,1,13,37,1
-1,1,-1,1,1,-1,-1,15,-1,-1,-1,0,-1,0,1,5,37,-1
1,1,0,1,0,-1,-1,4,1,0,0,-1,-1,-1,1,10,38,1
0,1,0,1,1,-1,1,16,1,0,0,1,-1,1,-1,20,38,1
-1,0,0,-1,1,-1,1,6,-1,1,-1,-1,1,1,1,15,38,1
1,1,-1,0,1,1,0,7,0,-1,0,-1,-1,0,0,18,38,1
1,0,0,-1,1,0,-1,11,-1,1,0,-1,0,-1,1,19,38,0
1,0,-1,1,1,-1,1,12,1,1,-1,-1,1,0,0,14,38,1
1,-1,1,0,-1,1,0,2,-1,0,0,-1,-1,-1,1,13,38,1
1,1,-1,1,-1,1,0,7,-1,0,-1,1,-1,-1,-1,1,38,1
-1,0,0,1,1,1,-1,17,1,-1,1,-1,1,1,-1,3,38,-1
1,0,1,1,1,-1,-1,9,-1,-1,-1,1,1,0,-1,5,38,1
